id,name,category,duration_hours,cost,open_start,open_end,lat,lon,popularity,tags,source,needs_review
muni_3349,18Th St&Valencia St Se-Fs/Bz,transport,0.24300093917991472,0.0,5.0,24.0,37.761663,-122.421423,3.9592237924572533,"transport,muni,transit",muni_stops,True
biz_1142586-04-171,18Th Street Commissary Inc,restaurant,1.4636257549000118,45.19659691516635,8.0,22.0,37.762038,-122.417874,3.785100790418399,"restaurant,food services,mission",registered_businesses,False
rest_0428676-01-001,18th Street Commissary Inc,restaurant,1.5,19.615496295410324,11.0,22.0,37.783199983,-122.395418777,4.2,"food,restaurant",base_pois,False
muni_7065,19th Ave&Holloway Ave NE-FS/SI,transport,0.1,0.0,0.0,24.0,37.721342,-122.475176,3.5,"muni,transit,stop",base_pois,False
muni_3365,19th Ave&Judah St SW-FS/BB,transport,0.1,0.0,0.0,24.0,37.7614,-122.47711,3.5,"muni,transit,stop",base_pois,False
muni_3363,19th Ave&Junipero Serra Blvd W-NS,transport,0.1,0.0,0.0,24.0,37.717323,-122.47297,3.5,"muni,transit,stop",base_pois,False
muni_3374,19th Ave&Noriega St NE-FS/BB,transport,0.1,0.0,0.0,24.0,37.75432,-122.476368,3.5,"muni,transit,stop",base_pois,False
muni_3379,19Th Ave&Ortega St Ne-Fs/Bb,transport,0.1830963228135876,0.0,5.0,24.0,37.75272,-122.47619,3.6605382380748157,"transport,muni,transit",muni_stops,True
muni_3383,19th Ave&Quintara St SE-NS/BZ,transport,0.1,0.0,0.0,24.0,37.74853,-122.4759,3.5,"muni,transit,stop",base_pois,False
muni_3385,19Th Ave&Randolph St N-Fs/Ps,transport,0.1818465304311875,0.0,5.0,24.0,37.714856,-122.470249,3.2954324902703855,"transport,muni,transit",muni_stops,True
muni_3403,19th Ave&Winston Dr NW-NS/SI,transport,0.1,0.0,0.0,24.0,37.727017,-122.474937,3.5,"muni,transit,stop",base_pois,False
rest_1018333-02-151,2000 Blg,restaurant,1.5,36.66972919907704,11.0,22.0,37.797687,-122.4324675,4.2,"food,restaurant",base_pois,False
muni_8064,20th St&Missouri St NE-NS/SB,transport,0.1,0.0,0.0,24.0,37.760094,-122.396167,3.5,"muni,transit,stop",base_pois,False
muni_4162,211 Corbett Ave N-MB/SB,transport,0.1,0.0,0.0,24.0,37.7618,-122.442841,3.5,"muni,transit,stop",base_pois,False
muni_6652,225 Telegraph Hill Blvd N-NS/SB,transport,0.1,0.0,0.0,24.0,37.803006,-122.406789,3.5,"muni,transit,stop",base_pois,False
muni_6653,225 Telegraph Hill Blvd S-Ns/Sb,transport,0.3151130596233423,0.0,5.0,24.0,37.802988,-122.40664,3.4500920438305918,"transport,muni,transit",muni_stops,True
muni_3426,22nd Ave&Judah St SE-NS/PS,transport,0.1,0.0,0.0,24.0,37.761457,-122.480106,3.5,"muni,transit,stop",base_pois,False
muni_3435,22nd St&Iowa St NE-FS/BZ,transport,0.1,0.0,0.0,24.0,37.757754,-122.392273,3.5,"muni,transit,stop",base_pois,False
muni_3437,22nd St&Minnesota St SE-NS,transport,0.1,0.0,0.0,24.0,37.757807,-122.390268,3.5,"muni,transit,stop",base_pois,False
muni_3441,23Rd Ave&Irving St Sw-Fs/Bz,transport,0.36642175883863004,0.0,5.0,24.0,37.763134,-122.481482,3.545164473237678,"transport,muni,transit",muni_stops,True
muni_3447,23rd Ave&Noriega St NW-NS/PS,transport,0.1,0.0,0.0,24.0,37.75414,-122.48086,3.5,"muni,transit,stop",base_pois,False
muni_3454,23rd St&Utah St SE-FS/BZ,transport,0.1,0.0,0.0,24.0,37.754298,-122.405304,3.5,"muni,transit,stop",base_pois,False
biz_0335078-01-001,2416 2420 Mission St,restaurant,1.7573494327399186,42.18350563173155,8.0,22.0,37.758249,-122.4193275,3.816783780411823,"restaurant,food services,mission",registered_businesses,False
biz_1152175-06-171,24K Cupcakes,restaurant,1.8341208920021081,36.91921161411086,8.0,22.0,37.790649,-122.4102285,4.39288331494048,"restaurant,food services,nob hill",registered_businesses,False
park_51,24th & York Mini Park,park,1.5,0.0,6.0,22.0,37.75304904,-122.40858706,4.0,"park,Neighborhood Park or Playground",base_pois,False
muni_3462,24Th St&Castro St Nw-Fs/Bz,transport,0.2650988967732558,0.0,5.0,24.0,37.75136,-122.434248,3.487879024882336,"transport,muni,transit",muni_stops,True
muni_3465,24Th St&Diamond St Sw-Ns/Bz,transport,0.3238037057650046,0.0,5.0,24.0,37.751092,-122.436402,3.332915407911324,"transport,muni,transit",muni_stops,True
muni_3466,24Th St&Dolores St Nw-Fs/Bz,transport,0.26214945200428363,0.0,5.0,24.0,37.751903,-122.425311,3.8273814091286003,"transport,muni,transit",muni_stops,True
muni_3468,24th St&Douglass St NE-NS/BZ,transport,0.1,0.0,0.0,24.0,37.751102,-122.438361,3.5,"muni,transit,stop",base_pois,False
muni_3470,24th St&Folsom St SE-FS/BZ,transport,0.1,0.0,0.0,24.0,37.752462,-122.413933,3.5,"muni,transit,stop",base_pois,False
muni_3471,24Th St&Guerrero St Ne-Ns/Bz,transport,0.27088749560768577,0.0,5.0,24.0,37.752045,-122.422767,3.3390439965068746,"transport,muni,transit",muni_stops,True
muni_3482,24th St&Sanchez St SW-NS,transport,0.1,0.0,0.0,24.0,37.751511,-122.429768,3.5,"muni,transit,stop",base_pois,False
muni_3486,24Th St&Valencia St Se-Fs/Bz,transport,0.28774110387838814,0.0,5.0,24.0,37.752062,-122.42051,3.5993085132447478,"transport,muni,transit",muni_stops,True
muni_3490,25th Ave&Balboa St SE-NS/SB,transport,0.1,0.0,0.0,24.0,37.776187,-122.484365,3.5,"muni,transit,stop",base_pois,False
muni_3495,25Th Ave&Clement St Nw-Ns/Bz,transport,0.16766267894277764,0.0,5.0,24.0,37.782147,-122.484975,3.6140030455272822,"transport,muni,transit",muni_stops,True
muni_3500,25th Ave&Geary Blvd NW-NS/BZ,transport,0.1,0.0,0.0,24.0,37.780255,-122.484837,3.5,"muni,transit,stop",base_pois,False
muni_3511,25th St&Potrero Ave N-MB/BZ,transport,0.1,0.0,0.0,24.0,37.751407,-122.40668,3.5,"muni,transit,stop",base_pois,False
muni_3520,26Th St&Noe St Nw-Fs/Sb,transport,0.19453353593543407,0.0,5.0,24.0,37.74827,-122.43177,3.7529151034266617,"transport,muni,transit",muni_stops,True
muni_3524,26Th St&Wisconsin St Nw-Fs/Sb,transport,0.39451068510140935,0.0,5.0,24.0,37.75111,-122.39866,3.27412936569404,"transport,muni,transit",muni_stops,True
muni_3801,280 Buckingham Way NW-NS/SB,transport,0.1,0.0,0.0,24.0,37.72691,-122.48004,3.5,"muni,transit,stop",base_pois,False
muni_3802,280 Buckingham Way Se-Ns/Bz,transport,0.29747318682273793,0.0,5.0,24.0,37.72748,-122.480035,3.289216835497063,"transport,muni,transit",muni_stops,True
park_194,29th & Diamond Open Space,park,1.5,0.0,6.0,22.0,37.74358663,-122.43526588,4.0,"park,Neighborhood Park or Playground",base_pois,False
rest_1194481-07-181,2y Food,restaurant,1.5,18.505336791907826,11.0,22.0,37.782029332,-122.388064189,4.2,"food,restaurant",base_pois,False
muni_7836,30Th Ave & Geary Blvd,transport,0.26629203395921075,0.0,5.0,24.0,37.780771,-122.490064,3.1680168715016395,"transport,muni,transit",muni_stops,True
muni_3530,30Th Ave&Santiago St Nw-Ns/Ps,transport,0.2834049834849669,0.0,5.0,24.0,37.74451,-122.48765,3.429164206573125,"transport,muni,transit",muni_stops,True
muni_3532,30th Ave&Taraval St NW-NS/PS,transport,0.1,0.0,0.0,24.0,37.742646,-122.487545,3.5,"muni,transit,stop",base_pois,False
muni_3536,30Th St&Church St Se-Fs/Ps,transport,0.2507406854426264,0.0,5.0,24.0,37.74204,-122.42676,3.090152523633858,"transport,muni,transit",muni_stops,True
muni_3538,30th St&Dolores St SW-NS/PS,transport,0.1,0.0,0.0,24.0,37.74217,-122.424457,3.5,"muni,transit,stop",base_pois,False
muni_3544,30Th St&Sanchez St Sw-Ns/Ps,transport,0.18715495906922594,0.0,5.0,24.0,37.74191,-122.42902,3.639349139298406,"transport,muni,transit",muni_stops,True
muni_3549,32nd Ave&Clement St NW-NS/PS,transport,0.1,0.0,0.0,24.0,37.781802,-122.492425,3.5,"muni,transit,stop",base_pois,False
muni_5634,33 Moffitt St W-MB/BZ,transport,0.1,0.0,0.0,24.0,37.736834,-122.432189,3.5,"muni,transit,stop",base_pois,False
muni_3555,33Rd Ave&Clement St Se-Ns/Bz,transport,0.23884110808005943,0.0,5.0,24.0,37.781537,-122.493354,4.088955295399538,"transport,muni,transit",muni_stops,True
muni_3557,33rd Ave&Geary Blvd NE-FS/SB,transport,0.1,0.0,0.0,24.0,37.779815,-122.493227,3.5,"muni,transit,stop",base_pois,False
muni_6942,356 Wilde Ave N-Mb/Ps,transport,0.23939955255576895,0.0,5.0,24.0,37.71705,-122.40438,3.2311450608452956,"transport,muni,transit",muni_stops,True
muni_6348,3800 San Bruno Ave N-NS/BZ,transport,0.1,0.0,0.0,24.0,37.71479,-122.40061,3.5,"muni,transit,stop",base_pois,False
muni_7355,3rd St&20th St NE-FS/SI,transport,0.1,0.0,0.0,24.0,37.760518,-122.388558,3.5,"muni,transit,stop",base_pois,False
muni_3107,3Rd St&23Rd St Ne-Fs/Bz,transport,0.3752953548121532,0.0,5.0,24.0,37.75569,-122.3879,3.5825768280443864,"transport,muni,transit",muni_stops,True
muni_7354,3rd St&23rd St NE-FS/SI,transport,0.1,0.0,0.0,24.0,37.755414,-122.388001,3.5,"muni,transit,stop",base_pois,False
muni_7344,3rd St&Carrol Ave SW-FS/SI,transport,0.1,0.0,0.0,24.0,37.725241,-122.394394,3.5,"muni,transit,stop",base_pois,False
muni_7343,3Rd St&Carroll Ave Ne-Fs/Si,transport,0.30118717832389774,0.0,5.0,24.0,37.725491,-122.394222,3.705484300277169,"transport,muni,transit",muni_stops,True
muni_7365,3rd St&Evans Ave SW-FS/SI,transport,0.1,0.0,0.0,24.0,37.742727,-122.388034,3.5,"muni,transit,stop",base_pois,False
muni_3127,3rd St&Hudson Ave S-NS/BZ,transport,0.1,0.0,0.0,24.0,37.74012,-122.3887,3.5,"muni,transit,stop",base_pois,False
muni_7403,3rd St&Kirkwood/La Salle N-FS,transport,0.1,0.0,0.0,24.0,37.737641,-122.389688,3.5,"muni,transit,stop",base_pois,False
muni_7391,3rd St&Kirkwood/La Salle S-FS,transport,0.1,0.0,0.0,24.0,37.73765,-122.389734,3.5,"muni,transit,stop",base_pois,False
muni_3143,3rd St&Oakdale Ave SW-FS/BB,transport,0.1,0.0,0.0,24.0,37.734787,-122.390721,3.5,"muni,transit,stop",base_pois,False
muni_7342,3Rd St&Paul Ave Sw-Fs/Si,transport,0.17387085298980437,0.0,5.0,24.0,37.722199,-122.395782,3.671738416942704,"transport,muni,transit",muni_stops,True
muni_7401,3rd St&Revere/Shafter S-NS/SI,transport,0.1,0.0,0.0,24.0,37.732262,-122.391502,3.5,"muni,transit,stop",base_pois,False
muni_3146,3Rd St&Salinas Ave Nw-Ns/Sb,transport,0.30544904845000487,0.0,5.0,24.0,37.720861,-122.396459,3.8574468631176044,"transport,muni,transit",muni_stops,True
muni_7321,3Rd St&Warriors Way Ne-Fs/Sb,transport,0.2130626963804209,0.0,5.0,24.0,37.769049,-122.389228,3.244934176970395,"transport,muni,transit",muni_stops,True
muni_7324,3Rd St&Warriors Way Sw-Fs/Sb,transport,0.23757446056219123,0.0,5.0,24.0,37.76871,-122.389377,3.435670528683582,"transport,muni,transit",muni_stops,True
muni_6909,400 Warren Dr E-MB/AB,transport,0.1,0.0,0.0,24.0,37.75691,-122.461484,3.5,"muni,transit,stop",base_pois,False
muni_6231,415 Roosevelt Way Se-Ns/Sb,transport,0.33428793667929946,0.0,5.0,24.0,37.764495,-122.443138,3.577843282280415,"transport,muni,transit",muni_stops,True
muni_3567,43Rd Ave&Clement St Sw-Fs/Sb,transport,0.2963274761463809,0.0,5.0,24.0,37.781007,-122.504232,3.6988107530184395,"transport,muni,transit",muni_stops,True
muni_3568,43rd Ave&Point Lobos Ave NW-NS/PS,transport,0.1,0.0,0.0,24.0,37.779784,-122.504139,3.5,"muni,transit,stop",base_pois,False
muni_3572,45Th Ave&Cabrillo St Ne-Fs/Ps,transport,0.22031149171856032,0.0,5.0,24.0,37.773573,-122.50567,3.6253020817785537,"transport,muni,transit",muni_stops,True
muni_3576,46Th Ave&Judah St Nw-Ns/Ps,transport,0.36865885296073486,0.0,5.0,24.0,37.760519,-122.506015,3.2754283215589157,"transport,muni,transit",muni_stops,True
muni_3578,46Th Ave&Kirkham St Nw-Ns/Ps,transport,0.289471669624936,0.0,5.0,24.0,37.758655,-122.505888,3.1445681632406344,"transport,muni,transit",muni_stops,True
muni_3579,46Th Ave&Kirkham St Se-Ns/Ps,transport,0.3687558296934885,0.0,5.0,24.0,37.758485,-122.505716,3.564902836975804,"transport,muni,transit",muni_stops,True
muni_3590,46th Ave&Pacheco St NW-NS/PS,transport,0.1,0.0,0.0,24.0,37.749331,-122.505239,3.5,"muni,transit,stop",base_pois,False
muni_3601,46th Ave&Ulloa St SE-NS/PS,transport,0.1,0.0,0.0,24.0,37.739829,-122.504407,3.5,"muni,transit,stop",base_pois,False
muni_3602,46Th Ave&Vicente St Nw-Ns/Ps,transport,0.23356835292859543,0.0,5.0,24.0,37.738142,-122.50444,3.522233885222321,"transport,muni,transit",muni_stops,True
muni_7869,47th Ave & Cutler Ave - Drop off Only,transport,0.1,0.0,0.0,24.0,37.736991,-122.505413,3.5,"muni,transit,stop",base_pois,False
park_957474,49 S Van Ness Avenue,park,1.5,0.0,6.0,22.0,37.77419146,-122.41813985,4.0,"park,Other Non-Park Property",base_pois,False
muni_5125,515 John Muir Dr NE-MB/SB,transport,0.1,0.0,0.0,24.0,37.716241,-122.495342,3.5,"muni,transit,stop",base_pois,False
muni_4166,539 Corbett Ave E-Mb/Sb,transport,0.3925341278095601,0.0,5.0,24.0,37.757499,-122.444147,3.121559593340006,"transport,muni,transit",muni_stops,True
biz_0431981-01-001,54 Mint-Winebar,restaurant,1.6214584065019442,20.303916923062086,8.0,22.0,37.782684,-122.4079605,3.855989167106713,"restaurant,food services,south of market",registered_businesses,False
muni_7622,5Th St&Brannan St S-Mb/Si,transport,0.23917319991385524,0.0,5.0,24.0,37.776244,-122.398524,3.7817357858030745,"transport,muni,transit",muni_stops,True
rest_1158719-08-171,6 Degrees Cafe LLC,restaurant,1.5,41.364083421077765,11.0,22.0,37.790879921,-122.402409603,4.2,"food,restaurant",base_pois,False
muni_6008,6 Portola Dr Nw-Mb/Sb,transport,0.2493334710516352,0.0,5.0,24.0,37.749951,-122.443483,3.4790443696245092,"transport,muni,transit",muni_stops,True
biz_1134583-01-171,60 Foot Farm,restaurant,1.8178353099580806,38.413784941811926,8.0,22.0,37.789533,-122.4030555,4.029227049603707,"restaurant,food services,financial district/south beach",registered_businesses,False
rest_1271061-03-211,601 Van Ness Ave Suite K,restaurant,1.5,13.103236729000947,11.0,22.0,37.784796999,-122.44037999,4.2,"food,restaurant",base_pois,False
muni_6658,636 Teresita Blvd SE-NS/SB,transport,0.1,0.0,0.0,24.0,37.73679,-122.445672,3.5,"muni,transit,stop",base_pois,False
muni_6659,636 Teresita Blvd Sw-Fs/Sb,transport,0.16708697259890684,0.0,5.0,24.0,37.736835,-122.445867,3.4330722932381312,"transport,muni,transit",muni_stops,True
muni_3178,6Th Ave&Balboa St Sw-Fs/Bz,transport,0.27233979915584694,0.0,5.0,24.0,37.776985,-122.46409,3.3599181917925582,"transport,muni,transit",muni_stops,True
muni_3180,6Th Ave&Clement St Ne-Fs/Bz,transport,0.1937047354061788,0.0,5.0,24.0,37.783053,-122.464377,3.581852773799385,"transport,muni,transit",muni_stops,True
muni_3184,6th Ave&Geary Blvd SE-NS/BZ,transport,0.1,0.0,0.0,24.0,37.780876,-122.464182,3.5,"muni,transit,stop",base_pois,False
muni_3185,6th Ave&Geary Blvd SW-FS/BZ,transport,0.1,0.0,0.0,24.0,37.780768,-122.464354,3.5,"muni,transit,stop",base_pois,False
biz_0393942-01-001,7-Mission Restaurant,restaurant,1.6673968880987973,31.301908091545126,8.0,22.0,37.7784,-122.4103095,4.078221609796206,"restaurant,food services,south of market",registered_businesses,False
biz_1229839-08-191,79 Jefferson St,restaurant,1.0547741073904362,14.93484157763217,8.0,22.0,37.808055,-122.4132615,4.096598689313896,"restaurant,food services,north beach",registered_businesses,False
muni_5253,7th Ave & Laguna Honda Blvd SW-FS,transport,0.1,0.0,0.0,24.0,37.754893,-122.463678,3.5,"muni,transit,stop",base_pois,False
muni_7308,7th Ave&Lawton St SW-FS/PS,transport,0.1,0.0,0.0,24.0,37.758426,-122.463856,3.5,"muni,transit,stop",base_pois,False
muni_3189,7Th Ave&Moraga St Ne-Fs/Ps,transport,0.15740797149409777,0.0,5.0,24.0,37.756767,-122.46357,3.7045175233186214,"transport,muni,transit",muni_stops,True
muni_3191,7th St&Brannan St N-FS/BB,transport,0.1,0.0,0.0,24.0,37.773266,-122.403367,3.5,"muni,transit,stop",base_pois,False
muni_3192,7Th St&Folsom St N-Fs/Si,transport,0.15420648481320617,0.0,5.0,24.0,37.776864,-122.407904,3.568868152741946,"transport,muni,transit",muni_stops,True
muni_3195,7th St&Mission St NE-FS/BZ,transport,0.1,0.0,0.0,24.0,37.779327,-122.411032,3.5,"muni,transit,stop",base_pois,False
rest_1215092-03-191,8090 Friendship Restaurant & Bar,restaurant,1.5,33.475498210423034,11.0,22.0,37.782243,-122.4854505,4.2,"food,restaurant",base_pois,False
muni_7926,8Th Ave & Judah Ave Se-Ns/Sb,transport,0.20886879260043867,0.0,5.0,24.0,37.762147,-122.465049,3.612077426439095,"transport,muni,transit",muni_stops,True
muni_3203,8th St&Brannan St W-FS/BI,transport,0.1,0.0,0.0,24.0,37.771179,-122.405386,3.5,"muni,transit,stop",base_pois,False
muni_6087,90 Parkridge Dr W-Mb/Sb,transport,0.29184013975351464,0.0,5.0,24.0,37.752351,-122.446084,3.8821402035734662,"transport,muni,transit",muni_stops,True
park_957472,900 Innes,park,1.5,0.0,6.0,22.0,37.73273891,-122.37539185,4.0,"park,Neighborhood Park or Playground",base_pois,False
muni_6660,900 Teresita Blvd NE-NS/AB,transport,0.1,0.0,0.0,24.0,37.733953,-122.446359,3.5,"muni,transit,stop",base_pois,False
biz_1191162-06-181,903,restaurant,1.2796363291025301,16.143861065351857,8.0,22.0,37.758969,-122.4656415,3.8649109479946993,"restaurant,food services,inner sunset",registered_businesses,False
biz_1338639-07-231,921 Folsom Inc,restaurant,1.6643448684342539,31.341812146146115,8.0,22.0,37.77975,-122.403834,3.709788600382617,"restaurant,food services,south of market",registered_businesses,False
muni_4567,989 Ellsworth St S-MB/SB,transport,0.1,0.0,0.0,24.0,37.73262,-122.41893,3.5,"muni,transit,stop",base_pois,False
muni_3211,9th Ave&Irving St NE-FS/BZ,transport,0.1,0.0,0.0,24.0,37.764288,-122.466241,3.5,"muni,transit,stop",base_pois,False
muni_3213,9th Ave&Irving St SW-FS/BZ,transport,0.1,0.0,0.0,24.0,37.763797,-122.46639,3.5,"muni,transit,stop",base_pois,False
muni_3214,9th Ave&Judah St SE-NS/BZ,transport,0.1,0.0,0.0,24.0,37.762093,-122.46608,3.5,"muni,transit,stop",base_pois,False
muni_3223,9th Ave&Moraga St SE-NS/BZ,transport,0.1,0.0,0.0,24.0,37.756508,-122.465689,3.5,"muni,transit,stop",base_pois,False
muni_3226,9Th Ave&Ortega St Nw-Ns/Ps,transport,0.2780466050749861,0.0,5.0,24.0,37.752939,-122.465631,3.7386569484130767,"transport,muni,transit",muni_stops,True
muni_7560,9Th St & Ave D Sw-Ns/Ps,transport,0.21866203565438197,0.0,5.0,24.0,37.824048,-122.372805,3.6813310157866566,"transport,muni,transit",muni_stops,True
muni_3229,9th St&Avenue H SW-NS/SB,transport,0.1,0.0,0.0,24.0,37.825196,-122.370063,3.5,"muni,transit,stop",base_pois,False
biz_0467962-04-001,A Taste Of Vietnam,restaurant,1.3224633185817778,44.569715846307794,8.0,22.0,37.797525,-122.4074925,3.797798322682507,"restaurant,food services,chinatown",registered_businesses,False
biz_1210077-01-191,A Twin Sweet,restaurant,1.1011933667533325,27.910996709871966,8.0,22.0,37.784466,-122.417901,3.6069511179841216,"restaurant,food services,tenderloin",registered_businesses,False
rest_1194992-07-181,A West African Coffee Company,restaurant,1.5,45.81788438855055,11.0,22.0,37.782333,-122.4387765,4.2,"food,restaurant",base_pois,False
biz_0480566-01-001,Abanico Coffee Roasters Llc,restaurant,1.2223679278968107,31.143594647871232,8.0,22.0,37.757817,-122.48829,4.087153887258902,"restaurant,food services,sunset/parkside",registered_businesses,False
biz_1149468-06-171,Abc Falafel,restaurant,1.9970690110762437,29.731623558328316,8.0,22.0,37.787148,-122.4220995,4.474016058264295,"restaurant,food services,western addition",registered_businesses,False
biz_1199200-08-181,Abrazo,restaurant,1.4068558393908264,49.753324207347426,8.0,22.0,37.799415,-122.4189,4.30193209240451,"restaurant,food services,russian hill",registered_businesses,False
biz_1313468-09-221,Absteak,restaurant,1.0953534531828604,30.519062106640366,8.0,22.0,37.785726,-122.4085275,4.334358463556835,"restaurant,food services,tenderloin",registered_businesses,False
rest_1188241-05-181,"Abzz Snacks, LLC (Dba Yoconut Dairy Free)",restaurant,1.5,22.842070386264286,11.0,22.0,37.728267378,-122.393121065,4.2,"food,restaurant",base_pois,False
